"Name","alpha","num_samples","ema_energy"
"mtm_pncg","11.42600081063307","512","212.27703857421875"
"mtm_pncg","1.1074695785492847","8","229.8160858154297"
"mtm_pncg","2.96760993980075","256","219.6317443847656"
"mtm_pncg","8.598289986851244","32","229.937744140625"
"mtm_pncg","0.5183224237145472","128","221.6424102783203"
"mtm_pncg","9.862963132350968","8","225.76988220214844"
"mtm_pncg","4.408682283020442","512","218.7106475830078"
"mtm_pncg","6.420712254156042","4","227.09976196289065"
"mtm_pncg","28.14098881123564","128","224.96463012695312"
"mtm_pncg","1.468004788136129","512","228.6748490939499"
"mtm_pncg","1.2409604459453916","4","230.71682739257812"
"mtm_pncg","26.616350928374505","64","227.87789916992188"
"mtm_pncg","2.006397467746368","8","234.43359375"
"mtm_pncg","31.1641032688298","16","232.3223876953125"
"mtm_pncg","2.3405103075584264","512","218.7038116455078"
"mtm_pncg","1.6251302125550788","128","223.15396118164065"
"mtm_pncg","5.632484693006357","512","216.5010223388672"
"mtm_pncg","4.704706545365317","32","224.7445068359375"
"mtm_pncg","29.716142274949316","512","224.86329650878903"
"mtm_pncg","50.81083005188833","128","226.9708251953125"
"mtm_pncg","5.801613666989205","4","234.9751892089844"
"mtm_pncg","63.957681804727095","16","234.9234619140625"
"mtm_pncg","6.0260708354048065","4","228.42428588867188"
"mtm_pncg","13.610819384020449","512","218.845458984375"
"mtm_pncg","11.234257781724684","64","226.1412048339844"
"mtm_pncg","0.40262520060749585","16","225.94049072265625"
"mtm_pncg","20.23235140120483","8","234.1699676513672"
"mtm_pncg","0.14502644531886383","512","171.76061290670927"
"mtm_pncg","0.2429139869490917","32","219.6104736328125"
"mtm_pncg","74.12250207624501","4","236.90969848632812"
"mtm_pncg","15.636614901956955","256","224.5585174560547"
"mtm_pncg","39.33991090018627","4","231.2700958251953"
"mtm_pncg","0.21866232761896243","32","216.14797973632812"
"mtm_pncg","10.93259239240824","512","222.14776611328125"
"mtm_pncg","0.16608604231960278","256","183.28442894665884"
"mtm_pncg","0.1056678551338022","4","257.38473686162996"
"mtm_pncg","1.343812654030098","16","221.31951904296875"
"mtm_pncg","2.642233798094433","128","224.6396484375"
"mtm_pncg","0.18268245273079017","512","197.16928100585935"
"mtm_pncg","0.37345447321478886","32","230.89730834960935"
"mtm_pncg","0.13223581241329688","512","168.74826049875227"
"mtm_pncg","9.29126696614932","32","226.8515167236328"
"mtm_pncg","63.004562724487336","32","224.65631103515625"
"mtm_pncg","0.15354657278696188","32","189.64726257267984"
"mtm_pncg","0.1276105341493104","512","155.75416792531723"
"mtm_pncg","2.513315940604796","256","222.1438751220703"
"mtm_pncg","27.951370651686513","64","222.7775726318359"
"mtm_pncg","2.0396490378077328","32","221.58804321289065"
"mtm_pncg","0.2871425732851703","32","211.2489318847656"
"mtm_pncg","0.7027793498440981","4","225.87185668945312"
"mtm_pncg","7.489135974079816","16","222.02828979492188"
"mtm_pncg","1.336137929178751","256","223.5093688964844"
"mtm_pncg","69.04459807771849","128","224.28466796875"
"mtm_pncg","1.812301549376229","4","230.82937622070312"
"mtm_pncg","3.3631964998642236","256","221.56787109375"
"mtm_pncg","0.13069398101070595","64","184.03589204476563"
"mtm_pncg","0.1251592663313919","128","170.8660646682402"
"mtm_pncg","5.473148959365623","64","227.3070526123047"
"mtm_pncg","46.63464442656295","256","222.6805419921875"
"mtm_pncg","8.555274010831345","8","224.05276489257812"
"mtm_pncg","1.3750971167385493","16","228.36798095703125"
"mtm_pncg","0.16080134985386563","256","181.3068703342888"
"mtm_pncg","0.1396497197650894","16","180.61107603123872"
"mtm_pncg","0.3309669878658656","16","221.58786010742188"
"mtm_pncg","0.16702543224000266","16","196.6788029877116"
"mtm_pncg","12.066306900535658","16","226.727783203125"
"mtm_pncg","1.0682219210395605","128","222.09115600585935"
"mtm_pncg","1.3091780303351372","4","232.9494171142578"
"mtm_pncg","66.2085266688378","32","232.9852600097656"
"mtm_pncg","22.488195967319783","32","232.0819396972656"
"mtm_pncg","0.8817000093662891","256","221.79562377929688"
"mtm_pncg","63.69464118732367","4","235.13162231445312"
"mtm_pncg","1.0805295069464125","4","234.22286987304688"
"mtm_pncg","0.10872484869255929","256","182.5707888607919"
"mtm_pncg","0.17593721472052923","32","162.00657653808594"
"mtm_pncg","0.500143074026236","16","223.1669006347656"
"mtm_pncg","0.27802028213251384","16","216.28323364257812"
"mtm_pncg","95.44130415671628","4","236.81381225585935"
"mtm_pncg","0.17329634278897693","128","195.4039306640625"
"mtm_pncg","0.17103435477271575","256","186.52656687051055"
"mtm_pncg","0.2172192763637443","256","226.03039360046387"
"mtm_pncg","4.846899938947904","32","230.63580322265625"
"mtm_pncg","1.1899413059285735","32","224.32962036132812"
"mtm_pncg","0.32377523894835397","4","226.1984100341797"
"mtm_pncg","0.1819250793595497","16","183.53997802734375"
"mtm_pncg","4.216655164372013","512","219.44146728515625"
"mtm_pncg","19.28740772303247","64","223.1136016845703"
"mtm_pncg","0.3769206030372738","512","219.1586456298828"
"mtm_pncg","70.47672018968902","256","225.71859741210935"
"mtm_pncg","23.417856539869124","16","227.077880859375"
"mtm_pncg","35.129581320437296","8","231.37445068359375"
"mtm_pncg","81.97466686106213","64","228.1995849609375"
"mtm_pncg","17.284364037244806","128","226.73736572265625"
"mtm_pncg","1.7159596579435996","32","226.275146484375"
"mtm_pncg","67.72000338254578","512","224.38134765625"
"mtm_pncg","1.0788452581323835","16","229.73403930664065"
"mtm_pncg","1.5522930512506938","16","229.9797821044922"
"mtm_pncg","2.435195414457014","32","228.377197265625"
"mtm_pncg","0.10195390456876098","8","258.4378662109375"
"mtm_pncg","0.10926307203078064","128","199.93019050644597"
"mtm_pncg","0.2420592436730422","16","214.2974548339844"
"mtm_pncg","1.452718094884221","4","231.8505401611328"
"mtm_pncg","42.01779666440409","128","226.7215881347656"
